0	388.314
0.576701	0.00734609
1.1534	0.0134555
1.7301	0.0108967
2.30681	0.00936634
2.88351	0.00724601
3.46021	0.0084071
4.03691	0.0103584
4.61361	0.00802257
5.19031	0.00918713
5.76701	0.00680299
6.34371	0.00766765
6.92042	0.00201877
7.49712	0.00712481
8.07382	0.00305769
8.65052	0.0139725
9.22722	0.0176392
9.80392	0.017856
10.3806	0.00488449
10.9573	0.000600171
11.534	0.00899777
12.1107	0.0104574
12.6874	0.0035529
13.2641	0.00916356
13.8408	0.0103051
14.4175	0.0109131
14.9942	0.0143272
15.5709	0.000221831
16.1476	0.0171112
16.7243	0.0148574
17.301	0.0330808
17.8777	0.0320125
18.4544	0.0578646
19.0311	0.0656035
19.6078	0.00908921
20.1845	0.00774871
20.7612	0.00699779
21.3379	0.00542915
21.9146	0.0121247
22.4913	0.0067548
23.0681	0.0102839
23.6448	0.00340613
24.2215	0.00377159
24.7982	0.0114493
25.3749	0.00552597
25.9516	0.00524976
26.5283	0.00661258
27.105	0.036677
27.6817	0.0374305
28.2584	0.0148422
28.8351	0.0132727
29.4118	0.0168815
29.9885	0.00790829
30.5652	0.0100065
31.1419	0.00891996
31.7186	0.0125328
32.2953	0.00239371
32.872	0.0237164
33.4487	0.00432646
34.0254	0.0137562
34.6021	0.00990885
35.1788	0.0146098
35.7555	0.00481474
36.3322	0.0286179
36.9089	0.0280591
37.4856	0.0136262
38.0623	0.0177247
38.639	0.0205946
39.2157	0.0142181
39.7924	0.00881903
40.3691	0.0151583
40.9458	0.0222995
41.5225	0.00903003
42.0992	0.0200014
42.6759	0.0167339
43.2526	0.0165354
43.8293	0.0169666
44.406	0.0201846
44.9827	0.0264596
45.5594	0.0470941
46.1361	0.00555589
46.7128	0.0275041
47.2895	0.0222522
47.8662	0.0287534
48.4429	0.0165886
49.0196	0.0301864
49.5963	0.0211503
50.173	0.046676
50.7497	0.0387588
51.3264	0.025133
51.9031	0.0280471
52.4798	0.0304712
53.0565	0.0301451
53.6332	0.0278164
54.2099	0.0296743
54.7866	0.0605484
55.3633	0.022363
55.94	0.0398821
56.5167	0.0351225
57.0934	0.03117
57.6701	0.0349662
58.2468	0.0316835
58.8235	0.0326203
59.4002	0.0334844
59.9769	0.0390189
60.5536	0.0408904
61.1303	0.0279868
61.707	0.0381368
62.2837	0.0396639
62.8604	0.0413827
63.4371	0.05971
64.0138	0.0459014
64.5905	0.0443592
65.1672	0.0489658
65.7439	0.0429273
66.3206	0.043044
66.8973	0.0409028
67.474	0.0467763
68.0507	0.0525766
68.6275	0.0458519
69.2042	0.0514747
69.7809	0.0492519
70.3576	0.0573892
70.9343	0.0530575
71.511	0.0561618
72.0877	0.0710362
72.6644	0.104406
73.2411	0.022709
73.8178	0.0464326
74.3945	0.0486795
74.9712	0.0541417
75.5479	0.0521561
76.1246	0.071296
76.7013	0.0399584
77.278	0.0548552
77.8547	0.0583706
78.4314	0.0548235
79.0081	0.0567185
79.5848	0.0644395
80.1615	0.0636082
80.7382	0.0654893
81.3149	0.0772502
81.8916	0.0407433
82.4683	0.0894174
83.045	0.0678859
83.6217	0.0727587
84.1984	0.0804463
84.7751	0.0790517
85.3518	0.0761011
85.9285	0.0827485
86.5052	0.0835617
87.0819	0.0862987
87.6586	0.0803342
88.2353	0.0875018
88.812	0.0869048
89.3887	0.0852175
89.9654	0.0840912
90.5421	0.0910686
91.1188	0.0722453
91.6955	0.102351
92.2722	0.0965202
92.8489	0.101686
93.4256	0.107543
94.0023	0.101889
94.579	0.110454
95.1557	0.118181
95.7324	0.12489
96.3091	0.119977
96.8858	0.124874
97.4625	0.124254
98.0392	0.126153
98.6159	0.140852
99.1926	0.148483
99.7693	0.143301
100.346	0.20281
100.923	0.158337
101.499	0.175516
102.076	0.186043
102.653	0.195892
103.23	0.21421
103.806	0.225555
104.383	0.240445
104.96	0.256288
105.536	0.288368
106.113	0.342462
106.69	0.404106
107.266	0.503779
107.843	0.676037
108.42	1.13597
108.997	2.36681
109.573	4.67484
110.15	0.969361
110.727	0.636838
111.303	0.42373
111.88	0.312957
112.457	0.247175
113.033	0.199559
113.61	0.164538
114.187	0.127605
114.764	0.116025
115.34	0.0922165
115.917	0.0895323
116.494	0.0734132
117.07	0.0633696
117.647	0.0455745
118.224	0.0737853
